ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
3687,poisonous,knobbed,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
3688,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,paths
3689,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,woods
3690,poisonous,flat,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,paths
3691,edible,convex,smooth,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
3692,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,grasses
3693,poisonous,convex,fibrous,gray,none,creosote,free,crowded,narrow,purple,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
3694,edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,black,solitary,woods
3695,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,woods
3696,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
3697,edible,convex,smooth,yellow,bruises,ansie,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,grasses
3698,poisonous,knobbed,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
3699,edible,knobbed,smooth,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,scattered,grasses
3700,edible,bell,fibrous,gray,none,none,free,crowded,broad,gray,enlarging,cup,silky,smooth,white,white,2,pendant,white,scattered,grasses
3701,edible,bell,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,clustered,leaves
3702,edible,flat,smooth,white,none,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
3703,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,woods
3704,edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
3705,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,paths
3706,edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,solitary,woods
3707,edible,bell,scaly,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
3708,edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,solitary,woods
3709,edible,flat,smooth,gray,none,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,1,evanescent,brown,scattered,grasses
3710,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,woods
3711,edible,flat,fibrous,white,none,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,1,evanescent,brown,scattered,grasses
3712,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
3713,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,grasses
3714,poisonous,convex,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3715,edible,flat,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,solitary,woods
3716,poisonous,convex,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
3717,edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,black,solitary,woods
3718,edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,solitary,woods
3719,edible,convex,scaly,green,none,none,free,close,narrow,white,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,several,woods
3720,edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,several,woods
3721,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
3722,edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,several,woods
3723,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,woods
3724,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
3725,edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,solitary,woods
3726,poisonous,convex,smooth,gray,none,creosote,free,close,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
3727,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,pink,1,large,chocolate,several,woods
3728,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
3729,edible,bell,smooth,yellow,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
3730,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,woods
3731,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,leaves
3732,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
3733,poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,grasses
3734,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
3735,edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
3736,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,scattered,urban
3737,edible,flat,scaly,brown,none,none,free,crowded,narrow,white,enlarging,bulbuous,smooth,fibrous,white,brown,1,evanescent,white,several,leaves
3738,edible,flat,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,white,solitary,paths
3739,poisonous,flat,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
3740,edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
3741,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,woods
3742,edible,bell,smooth,yellow,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
3743,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,paths
3744,poisonous,convex,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,paths
3745,poisonous,flat,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,paths
3746,poisonous,knobbed,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
3747,edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
3748,edible,convex,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
3749,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,solitary,woods
3750,edible,convex,scaly,red,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
3751,edible,convex,fibrous,gray,none,none,free,crowded,broad,white,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
3752,edible,flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,white,white,2,evanescent,white,clustered,waste
3753,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,several,grasses
3754,edible,flat,fibrous,brown,none,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,scattered,grasses
3755,edible,bell,smooth,gray,none,none,free,crowded,broad,pink,enlarging,cup,silky,smooth,white,white,2,pendant,white,numerous,grasses
3756,edible,convex,scaly,purple,none,none,free,close,narrow,purple,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,several,woods
3757,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
3758,edible,flat,fibrous,brown,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
3759,poisonous,convex,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,leaves
3760,poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,grasses
3761,edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,solitary,woods
3762,edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,solitary,woods
3763,poisonous,knobbed,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,leaves
3764,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,leaves
3765,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,solitary,woods
3766,poisonous,knobbed,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
3767,poisonous,flat,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbuous,smooth,smooth,white,white,2,pendant,green,several,meadows
3768,edible,flat,smooth,gray,none,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,abundant,grasses
3769,edible,flat,scaly,purple,none,none,free,close,narrow,white,enlarging,cup,smooth,fibrous,white,white,1,flaring,chocolate,several,woods
3770,edible,convex,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,grasses
3771,edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,several,woods
3772,edible,sunken,fibrous,brown,none,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,solitary,urban
3773,edible,flat,smooth,pink,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,white,white,2,evanescent,white,clustered,waste
3774,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,paths
3775,poisonous,convex,smooth,brown,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
3776,poisonous,convex,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,several,grasses
3777,poisonous,convex,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,grasses
3778,poisonous,knobbed,fibrous,brown,none,none,free,close,narrow,white,enlarging,cup,silky,scaly,white,yellow,1,evanescent,white,several,woods
3779,edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,several,woods
3780,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,several,paths
3781,poisonous,flat,smooth,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,black,several,urban
3782,poisonous,convex,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
3783,poisonous,flat,fibrous,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,pink,1,large,chocolate,solitary,grasses
3784,edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,black,solitary,woods
3785,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,black,several,woods
3786,poisonous,flat,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
3787,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
3788,poisonous,flat,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
3789,poisonous,convex,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,grasses
3790,edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,white,1,pendant,black,solitary,woods
3791,edible,flat,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
3792,edible,convex,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
3793,edible,flat,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,gray,1,pendant,brown,several,woods
3794,edible,convex,smooth,white,bruises,almond,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
3795,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,smooth,white,white,1,pendant,chocolate,several,urban
3796,poisonous,flat,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,solitary,woods
3797,edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,black,solitary,woods
3798,edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,solitary,woods
3799,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
3800,edible,knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
3801,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,leaves
3802,poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,urban
3803,edible,convex,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
3804,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,paths
3805,edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbuous,smooth,smooth,gray,pink,1,pendant,brown,solitary,woods
3806,poisonous,flat,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,woods
